Site	tree1	tree2	tree3	tree4	tree5	tree6	tree7	tree8	tree9	tree10	tree11	tree12	tree13	tree14	tree15
1551	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1552	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1553	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1554	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1555	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1556	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1557	4.63791199	4.64238779	4.65414804	4.55386937	4.55989965	4.55720115	4.55300063	4.57428848	4.57074509	4.56554686	4.56365820	4.55514632	4.55737158	4.55544246	4.55331904
1558	4.70487484	4.71316792	4.70484670	4.69537322	4.69578730	4.69569740	4.69736515	4.68492712	4.68675752	4.68791019	4.69620485	4.70232931	4.69612316	4.69723166	4.69813896
1559	9.96485614	9.90515595	9.93434524	11.14131718	11.12036131	11.13038318	11.13924039	11.17101170	11.15154965	11.15954386	11.15018137	11.11334581	11.12385028	11.13074207	11.12956373
1560	4.70487484	4.71316792	4.70484670	4.69537322	4.69578730	4.69569740	4.69736515	4.68492712	4.68675752	4.68791019	4.69620485	4.70232931	4.69612316	4.69723166	4.69813896
1561	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1562	4.83244836	4.83684050	4.84766012	4.72531075	4.72220755	4.73001907	4.72656016	4.73442877	4.72553872	4.72824037	4.74035636	4.72701707	4.72310880	4.73117090	4.72592757
1563	8.11697513	8.08000010	8.07535662	7.97504621	7.94798662	7.95134078	7.97000604	7.94853214	7.95158363	7.96691460	7.93547946	7.93659935	7.94599878	7.94533714	7.95687440
1564	5.81715422	5.80836245	5.79212620	5.74369977	5.73484364	5.73628178	5.74015378	5.72527786	5.73449040	5.73717405	5.71809364	5.72539704	5.73230967	5.73192111	5.73353719
1565	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1566	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1567	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1568	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1569	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1570	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1571	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
1572	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1573	8.25899076	8.23858640	8.25845853	7.92764098	7.90416299	7.91590352	7.92436420	7.92875043	7.91632744	7.92343918	7.91819665	7.89482315	7.90789814	7.91570499	7.91214534
1574	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
1575	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
1576	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1577	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1578	4.70487484	4.71316792	4.70484670	4.69537322	4.69578730	4.69569740	4.69736515	4.68492712	4.68675752	4.68791019	4.69620485	4.70232931	4.69612316	4.69723166	4.69813896
1579	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1580	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1581	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1582	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1583	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
1584	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1585	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1586	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
1587	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1588	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1589	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1590	4.54850753	4.55440786	4.54811888	4.53467727	4.53492563	4.53310353	4.53667207	4.52592031	4.52665480	4.52727629	4.53526912	4.54085394	4.53575004	4.53502812	4.53722230
1591	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1592	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1593	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1594	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1595	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1596	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1597	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1598	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
1599	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1600	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1601	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1602	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
1603	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1604	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
1605	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1606	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1607	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1608	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1609	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1610	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
1611	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1612	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1613	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1614	4.83244836	4.83684050	4.84766012	4.72531075	4.72220755	4.73001907	4.72656016	4.73442877	4.72553872	4.72824037	4.74035636	4.72701707	4.72310880	4.73117090	4.72592757
1615	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1616	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1617	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1618	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1619	5.44265426	5.41876782	5.41108985	5.53093022	5.52678562	5.51951010	5.52686908	5.49362303	5.49795765	5.50980497	5.49741727	5.51123702	5.50618794	5.49874514	5.51689213
1620	10.06378095	10.04103589	10.02606742	9.76210304	9.34070284	9.35304299	9.95174891	9.95171036	9.95694319	10.00234635	9.93481827	9.93622700	9.94774421	9.95281119	9.98479863
1621	10.47691915	10.43160339	10.42653674	10.24798613	9.91155095	9.91188634	10.37885394	10.34343818	10.34716030	10.39036551	10.32966804	10.34145730	10.35791660	10.34954735	10.39325158
1622	6.42515206	6.42276709	6.40406094	6.33315507	6.31653807	6.33359758	6.33283233	6.30795690	6.30976763	6.32054636	6.32310414	6.32096671	6.31884531	6.33393346	6.32743527
1623	11.24417783	11.20166122	11.22035746	11.14811628	11.11018260	11.09039986	11.14554388	11.11442169	11.11084599	11.11010756	11.08378783	11.08611380	10.47065322	10.41162145	10.39647721
1624	10.14222469	10.14877870	10.12879999	10.01170172	10.05061009	10.08720374	9.99242352	9.97169633	9.96763457	9.49872576	10.00895287	9.99998003	9.99642326	10.02375798	9.51415207
1625	7.31329584	7.29337064	7.28801476	7.12542566	7.10033232	7.11763049	7.12270973	7.10390222	7.10099483	7.11466258	7.10793966	7.09715233	7.10216827	7.11598460	7.11272530
1626	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1627	9.14606141	9.10211259	9.11647758	9.19881782	9.19193736	9.20076126	9.18677406	9.16489098	9.15666829	9.18475059	9.16229883	9.15601279	9.16700076	9.16858615	9.18804377
1628	7.88389389	7.87798768	7.96146670	8.01671327	8.00139709	8.09215865	8.01909430	8.20327591	8.18306260	8.18634953	8.11986710	8.01151321	8.01518788	8.09667556	8.01042817
1629	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1630	5.81715422	5.80836245	5.79212620	5.74369977	5.73484364	5.73628178	5.74015378	5.72527786	5.73449040	5.73717405	5.71809364	5.72539704	5.73230967	5.73192111	5.73353719
1631	7.51803956	7.45743197	7.45055392	7.65562355	7.63755120	7.63179140	7.64287003	7.56081459	7.56595401	7.60088646	7.56823581	7.58794893	7.59100524	7.58178765	7.62160075
1632	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1633	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1634	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1635	6.42515206	6.42276709	6.40406094	6.33315507	6.31653807	6.33359758	6.33283233	6.30795690	6.30976763	6.32054636	6.32310414	6.32096671	6.31884531	6.33393346	6.32743527
1636	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1637	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1638	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1639	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1640	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1641	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1642	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1643	6.29981536	6.29615279	6.30224731	6.22608470	6.18687146	6.17802014	6.24106669	6.25665776	6.25652287	6.26876737	6.24164784	6.24769565	6.25062494	6.23975235	6.26068459
1644	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1645	8.83999963	8.87249882	8.88733967	8.63371808	8.64545837	8.66131555	8.63735659	8.69636149	8.68390941	8.68624864	8.69337118	8.67832283	8.68933116	8.69752767	8.68427852
1646	4.83244836	4.83684050	4.84766012	4.72531075	4.72220755	4.73001907	4.72656016	4.73442877	4.72553872	4.72824037	4.74035636	4.72701707	4.72310880	4.73117090	4.72592757
1647	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1648	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1649	5.97920232	5.99222733	6.04522003	6.09552618	6.09880374	6.14455268	6.09760669	6.20057987	6.18569313	6.18470841	6.16690882	6.10704152	6.10083958	6.14308330	6.09654623
1650	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
1651	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1652	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
1653	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1654	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1655	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1656	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1657	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
1658	5.94923841	5.96491712	5.95327399	6.06532715	6.06680821	6.06505473	6.06725124	6.05724000	6.06133791	6.06005572	6.06206117	6.07575642	6.09446192	6.08988776	6.09163061
1659	5.81715422	5.80836245	5.79212620	5.74369977	5.73484364	5.73628178	5.74015378	5.72527786	5.73449040	5.73717405	5.71809364	5.72539704	5.73230967	5.73192111	5.73353719
1660	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1661	6.49711661	6.48856082	6.47886970	6.37190129	6.35055270	6.35612628	6.37320470	6.33603751	6.33576812	6.34543428	6.35045911	6.35632099	6.35882487	6.36193820	6.36626591
1662	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1663	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
1664	6.17972755	6.17668541	6.16116638	6.12564916	6.12138601	6.12468612	6.12248496	6.11623915	6.12441876	6.12449979	6.10947770	6.11290905	6.11883367	6.12094064	6.11806263
1665	5.81715422	5.80836245	5.79212620	5.74369977	5.73484364	5.73628178	5.74015378	5.72527786	5.73449040	5.73717405	5.71809364	5.72539704	5.73230967	5.73192111	5.73353719
1666	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
